date,North,Yorkshire_and_the_Humber,North_West,East_Midlands,West_Midlands,East_Anglia,Outer_South_East,Outer_Metropolitan,London,South_West,Wales,Scotland,Northern_Ireland,UK_Total
1979-07-01,35.31128828475581,40.26488049931496,32.85848172446111,36.86213378570446,36.58350499732967,38.4292061967095,40.371453015827754,38.64851379285765,41.15611261808999,37.54006627913294,39.623102735616335,37.82601186021072,65.58995065051593,40.86599420904222
1979-10-01,36.988628937393806,42.70056325163648,34.69540768509841,38.78776764018156,38.98680094605936,42.552339778231456,43.82931698274633,41.385701047829485,44.30517881083777,41.08944061136162,42.40094224316096,41.107720651735846,67.53402123523254,43.82013966427584
1980-01-01,38.68775323487126,43.99451971380727,36.28865979381443,40.96556783274495,40.24567025253681,44.613906568992434,45.50477684300585,43.196236367524406,44.88198796495495,42.10354756342696,42.889841996488805,40.99257297484023,71.63152385225064,45.23759959122651
1980-04-01,39.90763734588072,46.379459075455415,37.99437675726335,42.86827747466874,41.52361333638514,46.77554941755734,46.46727506060174,43.92330173212631,45.84853303401615,43.02710925191504,44.37876397253272,42.201623582244224,71.69134140870345,46.57557578395564
1980-07-01,40.38687753234871,47.67341553762622,39.11902530459231,43.7393975516941,41.790646219577326,46.63544293663184,47.23370882646514,44.3652434243353,45.754996414429584,43.769580413248576,44.31209582435165,42.643023010344095,70.49499027964708,47.135746863231205
1980-10-01,40.234392018472526,47.41969858425939,38.57544517338332,43.876942827013885,41.218432898451205,47.31596012969857,46.41380293740197,43.7949960795495,45.614691485049725,43.8782347295413,44.68988199737772,43.16118755637438,68.40137580379842,46.8745860222176
1981-01-01,40.190824728793615,48.35845131171664,38.669165885660725,45.11485030489203,41.88601510643168,47.73627957247508,47.03764437473264,44.67887946396749,45.97324852679824,44.53016062729759,45.112113602524495,43.73692594085247,67.59383879168536,47.33824113850987
1981-04-01,40.45222846686708,48.916628609123656,39.512652296157455,45.11485030489203,42.72526131074998,47.87638605340058,47.8753743048624,45.03528405445862,46.51887880771989,45.43561326307021,44.60099113313629,45.310610858425925,66.99566322715717,48.07251944512784
1981-07-01,40.84433407397726,49.1449738671538,39.175257731958766,46.375681995323454,42.5154497596704,47.45606661062407,48.08926279766149,45.46296956304797,46.986561905652735,45.12775936690752,45.02322273828307,45.7520102865258,65.8292208763272,48.252304082057485
1981-10-01,40.88790136365617,48.18084944435987,38.33177132146204,45.94012195681079,41.33287556267644,48.236659861494736,47.48324540139741,45.03528405445862,45.64587035824525,44.07743430941128,44.04542323162737,45.80958412497361,65.47031553761029,47.474498968603925
1982-01-01,42.15135276434453,49.34794742984726,38.68791002811621,45.41286506808491,41.33287556267644,46.93567111004362,47.55454156566377,45.5342504811462,46.90861472266393,44.87423262889119,45.80101780039556,46.48127890686472,66.7563930013459,48.229594443708486
1982-04-01,43.04448220276217,49.703151164560815,39.66260543580131,46.76539360872954,42.3247119859617,48.576918458028096,49.033936974190794,46.53218333452135,47.875159791725125,45.96077579181833,46.02324496099913,48.074155103920766,66.60684911021384,49.23071100092731
